city,w,lambda,version,jaccard
Alameda_CA,25,inf,3,0.929672
Alameda_CA,25,inf,6,0.898241
Alameda_CA,25,inf,9,0.87594
Alameda_CA,25,inf,12,0.850163
Alameda_CA,25,inf,15,0.826967
Alameda_CA,25,inf,18,0.804911
Alameda_CA,25,inf,21,0.812963
Alameda_CA,25,inf,24,0.761348
Alameda_CA,25,inf,27,0.741778
Alameda_CA,25,inf,30,0.713461
Alameda_CA,25,inf,33,0.69011
Alameda_CA,25,inf,36,0.493406
Alameda_CA,25,inf,39,0.493725
Alameda_CA,25,inf,42,0.488363
Alameda_CA,25,inf,45,0.306621
Alameda_CA,25,inf,48,0.298679
Alameda_CA,25,inf,51,0.296459
Alameda_CA,25,inf,54,0.285762
Alameda_CA,25,inf,57,0.270007
Alameda_CA,25,inf,60,0.250831
Alameda_CA,25,inf,63,0.240582
Alameda_CA,25,inf,66,0.241952
Alameda_CA,25,inf,69,0.23001
Alameda_CA,25,inf,72,0.229627
Alameda_CA,25,inf,75,0.21552
Alameda_CA,25,inf,78,0.214448
Alameda_CA,25,inf,81,0.173743
Alameda_CA,25,inf,84,0.15979
Alameda_CA,25,inf,87,0.136395
Alameda_CA,25,inf,90,0.13658
Alameda_CA,25,inf,93,0.122849
Alameda_CA,25,inf,96,0.123103
Alameda_CA,25,inf,99,0.110367
Alameda_CA,25,inf,102,0.106817
Alameda_CA,25,inf,105,0.078592
Alameda_CA,25,inf,108,0.078844
Alameda_CA,25,inf,111,0.069636
Alameda_CA,25,inf,114,0.070007
Alameda_CA,25,inf,117,0.044205
Alameda_CA,25,inf,120,0.042694
Alameda_CA,25,inf,123,0.042995
Alameda_CA,25,inf,126,0.043091
Alameda_CA,25,inf,129,0.043939
Alameda_CA,25,inf,132,0.043939
Alameda_CA,25,inf,135,0.044224
Alameda_CA,25,inf,138,0.044633
Alameda_CA,25,inf,141,0.044805
Alameda_CA,25,inf,144,0.044547
Alameda_CA,25,inf,147,0.044719
Albany_GA,25,inf,3,1.0
Albany_GA,25,inf,6,0.956849
Albany_GA,25,inf,9,0.949616
Albany_GA,25,inf,12,0.93818
Albany_GA,25,inf,15,0.93818
Albany_GA,25,inf,18,0.898124
Albany_GA,25,inf,21,0.850395
Albany_GA,25,inf,24,0.838013
Albany_GA,25,inf,27,0.82178
Albany_GA,25,inf,30,0.810923
Albany_GA,25,inf,33,0.802812
Albany_GA,25,inf,36,0.786341
Albany_GA,25,inf,39,0.805833
Albany_GA,25,inf,42,0.797118
Albany_GA,25,inf,45,0.783708
Albany_GA,25,inf,48,0.783708
Albany_GA,25,inf,51,0.783708
Albany_GA,25,inf,54,0.735144
Albany_GA,25,inf,57,0.702385
Albany_GA,25,inf,60,0.702385
Albany_GA,25,inf,63,0.70226
Albany_GA,25,inf,66,0.697368
Albany_GA,25,inf,69,0.572449
Albany_GA,25,inf,72,0.561947
Albany_GA,25,inf,75,0.557517
Albany_GA,25,inf,78,0.544957
Albany_GA,25,inf,81,0.544957
Albany_GA,25,inf,84,0.542037
Albany_GA,25,inf,87,0.533479
Albany_GA,25,inf,90,0.533479
Albany_GA,25,inf,93,0.523589
Albany_GA,25,inf,96,0.516094
Albany_GA,25,inf,99,0.512131
Albany_GA,25,inf,102,0.512131
Albany_GA,25,inf,105,0.507669
Albany_GA,25,inf,108,0.511432
Albany_GA,25,inf,111,0.512998
Albany_GA,25,inf,114,0.512525
Albany_GA,25,inf,117,0.5039
Albany_GA,25,inf,120,0.500457
Albany_GA,25,inf,123,0.499848
Albany_GA,25,inf,126,0.499316
Albany_GA,25,inf,129,0.499848
Albany_GA,25,inf,132,0.485917
Albany_GA,25,inf,135,0.458451
Albany_GA,25,inf,138,0.458451
Albany_GA,25,inf,141,0.458451
Albany_GA,25,inf,144,0.460918
Albany_GA,25,inf,147,0.452983
Alpharetta_GA,25,inf,3,0.962306
Alpharetta_GA,25,inf,6,0.972523
Alpharetta_GA,25,inf,9,0.929918
Alpharetta_GA,25,inf,12,0.899187
Alpharetta_GA,25,inf,15,0.818885
Alpharetta_GA,25,inf,18,0.781982
Alpharetta_GA,25,inf,21,0.508645
Alpharetta_GA,25,inf,24,0.466208
Alpharetta_GA,25,inf,27,0.457334
Alpharetta_GA,25,inf,30,0.457257
Alpharetta_GA,25,inf,33,0.415089
Alpharetta_GA,25,inf,36,0.403474
Alpharetta_GA,25,inf,39,0.390443
Alpharetta_GA,25,inf,42,0.38245
Alpharetta_GA,25,inf,45,0.32934
Alpharetta_GA,25,inf,48,0.325986
Alpharetta_GA,25,inf,51,0.307552
Alpharetta_GA,25,inf,54,0.307672
Alpharetta_GA,25,inf,57,0.286006
Alpharetta_GA,25,inf,60,0.287083
Alpharetta_GA,25,inf,63,0.292068
Alpharetta_GA,25,inf,66,0.289678
Alpharetta_GA,25,inf,69,0.289488
Alpharetta_GA,25,inf,72,0.272601
Alpharetta_GA,25,inf,75,0.271041
Alpharetta_GA,25,inf,78,0.264281
Alpharetta_GA,25,inf,81,0.255675
Alpharetta_GA,25,inf,84,0.250435
Alpharetta_GA,25,inf,87,0.250404
Alpharetta_GA,25,inf,90,0.252177
Alpharetta_GA,25,inf,93,0.246056
Alpharetta_GA,25,inf,96,0.239662
Alpharetta_GA,25,inf,99,0.237919
Alpharetta_GA,25,inf,102,0.239662
Alpharetta_GA,25,inf,105,0.232088
Alpharetta_GA,25,inf,108,0.225842
Alpharetta_GA,25,inf,111,0.225842
Alpharetta_GA,25,inf,114,0.192993
Alpharetta_GA,25,inf,117,0.192993
Alpharetta_GA,25,inf,120,0.193016
Alpharetta_GA,25,inf,123,0.193016
Alpharetta_GA,25,inf,126,0.190303
Alpharetta_GA,25,inf,129,0.192907
Alpharetta_GA,25,inf,132,0.194434
Alpharetta_GA,25,inf,135,0.202145
Alpharetta_GA,25,inf,138,0.20212
Alpharetta_GA,25,inf,141,0.195991
Alpharetta_GA,25,inf,144,0.204148
Alpharetta_GA,25,inf,147,0.202956
Anchorage_AK,25,inf,3,0.993133
Anchorage_AK,25,inf,6,0.986942
Anchorage_AK,25,inf,9,0.980662
Anchorage_AK,25,inf,12,0.964196
Anchorage_AK,25,inf,15,0.957926
Anchorage_AK,25,inf,18,0.957926
Anchorage_AK,25,inf,21,0.942577
Anchorage_AK,25,inf,24,0.951573
Anchorage_AK,25,inf,27,0.932122
Anchorage_AK,25,inf,30,0.924945
Anchorage_AK,25,inf,33,0.923475
Anchorage_AK,25,inf,36,0.914208
Anchorage_AK,25,inf,39,0.908233
Anchorage_AK,25,inf,42,0.908233
Anchorage_AK,25,inf,45,0.908233
Anchorage_AK,25,inf,48,0.908233
Anchorage_AK,25,inf,51,0.908233
Anchorage_AK,25,inf,54,0.902296
Anchorage_AK,25,inf,57,0.878649
Anchorage_AK,25,inf,60,0.871228
Anchorage_AK,25,inf,63,0.868636
Anchorage_AK,25,inf,66,0.867562
Anchorage_AK,25,inf,69,0.866547
Anchorage_AK,25,inf,72,0.861397
Anchorage_AK,25,inf,75,0.850755
Anchorage_AK,25,inf,78,0.850042
Anchorage_AK,25,inf,81,0.850042
Anchorage_AK,25,inf,84,0.834767
Anchorage_AK,25,inf,87,0.829045
Anchorage_AK,25,inf,90,0.829045
Anchorage_AK,25,inf,93,0.822532
Anchorage_AK,25,inf,96,0.821734
Anchorage_AK,25,inf,99,0.816327
Anchorage_AK,25,inf,102,0.80074
Anchorage_AK,25,inf,105,0.783614
Anchorage_AK,25,inf,108,0.782658
Anchorage_AK,25,inf,111,0.781436
Anchorage_AK,25,inf,114,0.781436
Anchorage_AK,25,inf,117,0.694857
Anchorage_AK,25,inf,120,0.694857
Anchorage_AK,25,inf,123,0.7738
Anchorage_AK,25,inf,126,0.7738
Anchorage_AK,25,inf,129,0.7738
Anchorage_AK,25,inf,132,0.769938
Anchorage_AK,25,inf,135,0.7738
Anchorage_AK,25,inf,138,0.771894
Anchorage_AK,25,inf,141,0.767579
Anchorage_AK,25,inf,144,0.767579
Anchorage_AK,25,inf,147,0.767579
Athens_GA,25,inf,3,0.977557
Athens_GA,25,inf,6,0.977557
Athens_GA,25,inf,9,0.961079
Athens_GA,25,inf,12,0.961079
Athens_GA,25,inf,15,0.965387
Athens_GA,25,inf,18,0.965387
Athens_GA,25,inf,21,0.965387
Athens_GA,25,inf,24,0.942531
Athens_GA,25,inf,27,0.904022
Athens_GA,25,inf,30,0.850283
Athens_GA,25,inf,33,0.835573
Athens_GA,25,inf,36,0.850283
Athens_GA,25,inf,39,0.850283
Athens_GA,25,inf,42,0.850283
Athens_GA,25,inf,45,0.839901
Athens_GA,25,inf,48,0.839901
Athens_GA,25,inf,51,0.819457
Athens_GA,25,inf,54,0.773319
Athens_GA,25,inf,57,0.755207
Athens_GA,25,inf,60,0.755207
Athens_GA,25,inf,63,0.754074
Athens_GA,25,inf,66,0.745994
Athens_GA,25,inf,69,0.745994
Athens_GA,25,inf,72,0.745994
Athens_GA,25,inf,75,0.74029
Athens_GA,25,inf,78,0.74029
Athens_GA,25,inf,81,0.738695
Athens_GA,25,inf,84,0.725772
Athens_GA,25,inf,87,0.725772
Athens_GA,25,inf,90,0.725772
Athens_GA,25,inf,93,0.725772
Athens_GA,25,inf,96,0.724393
Athens_GA,25,inf,99,0.715276
Athens_GA,25,inf,102,0.704702
Athens_GA,25,inf,105,0.704702
Athens_GA,25,inf,108,0.704702
Athens_GA,25,inf,111,0.704702
Athens_GA,25,inf,114,0.704702
Athens_GA,25,inf,117,0.704702
Athens_GA,25,inf,120,0.703595
Athens_GA,25,inf,123,0.69389
Athens_GA,25,inf,126,0.689977
Athens_GA,25,inf,129,0.67621
Athens_GA,25,inf,132,0.651045
Athens_GA,25,inf,135,0.651045
Athens_GA,25,inf,138,0.642713
Athens_GA,25,inf,141,0.633407
Athens_GA,25,inf,144,0.624526
Athens_GA,25,inf,147,0.616256
Atlanta_GA,25,inf,3,1.0
Atlanta_GA,25,inf,6,0.993307
Atlanta_GA,25,inf,9,0.97922
Atlanta_GA,25,inf,12,0.972674
Atlanta_GA,25,inf,15,0.97922
Atlanta_GA,25,inf,18,0.97922
Atlanta_GA,25,inf,21,0.953777
Atlanta_GA,25,inf,24,0.960187
Atlanta_GA,25,inf,27,0.946862
Atlanta_GA,25,inf,30,0.937766
Atlanta_GA,25,inf,33,0.925974
Atlanta_GA,25,inf,36,0.925974
Atlanta_GA,25,inf,39,0.90682
Atlanta_GA,25,inf,42,0.90682
Atlanta_GA,25,inf,45,0.89985
Atlanta_GA,25,inf,48,0.877385
Atlanta_GA,25,inf,51,0.871567
Atlanta_GA,25,inf,54,0.86914
Atlanta_GA,25,inf,57,0.871567
Atlanta_GA,25,inf,60,0.872661
Atlanta_GA,25,inf,63,0.872661
Atlanta_GA,25,inf,66,0.84665
Atlanta_GA,25,inf,69,0.841119
Atlanta_GA,25,inf,72,0.846554
Atlanta_GA,25,inf,75,0.851814
Atlanta_GA,25,inf,78,0.833071
Atlanta_GA,25,inf,81,0.838361
Atlanta_GA,25,inf,84,0.827555
Atlanta_GA,25,inf,87,0.830195
Atlanta_GA,25,inf,90,0.819996
Atlanta_GA,25,inf,93,0.814959
Atlanta_GA,25,inf,96,0.824969
Atlanta_GA,25,inf,99,0.0
Atlanta_GA,25,inf,102,0.821915
Atlanta_GA,25,inf,105,0.821457
Atlanta_GA,25,inf,108,0.779379
Atlanta_GA,25,inf,111,0.81576
Atlanta_GA,25,inf,114,0.8049
Atlanta_GA,25,inf,117,0.803297
Atlanta_GA,25,inf,120,0.800488
Atlanta_GA,25,inf,123,0.793897
Atlanta_GA,25,inf,126,0.787037
Atlanta_GA,25,inf,129,0.673067
Atlanta_GA,25,inf,132,0.662077
Atlanta_GA,25,inf,135,0.656385
Atlanta_GA,25,inf,138,0.608936
Atlanta_GA,25,inf,141,0.596615
Atlanta_GA,25,inf,144,0.580733
Atlanta_GA,25,inf,147,0.580733
Augusta_GA,25,inf,3,0.973711
Augusta_GA,25,inf,6,0.964313
Augusta_GA,25,inf,9,0.898511
Augusta_GA,25,inf,12,0.898511
Augusta_GA,25,inf,15,0.839423
Augusta_GA,25,inf,18,0.839423
Augusta_GA,25,inf,21,0.798167
Augusta_GA,25,inf,24,0.772654
Augusta_GA,25,inf,27,0.75549
Augusta_GA,25,inf,30,0.638547
Augusta_GA,25,inf,33,0.585233
Augusta_GA,25,inf,36,0.584242
Augusta_GA,25,inf,39,0.562282
Augusta_GA,25,inf,42,0.528403
Augusta_GA,25,inf,45,0.496784
Augusta_GA,25,inf,48,0.498086
Augusta_GA,25,inf,51,0.496264
Augusta_GA,25,inf,54,0.48286
Augusta_GA,25,inf,57,0.482444
Augusta_GA,25,inf,60,0.472279
Augusta_GA,25,inf,63,0.472522
Augusta_GA,25,inf,66,0.472522
Augusta_GA,25,inf,69,0.454284
Augusta_GA,25,inf,72,0.443959
Augusta_GA,25,inf,75,0.442411
Augusta_GA,25,inf,78,0.436924
Augusta_GA,25,inf,81,0.436924
Augusta_GA,25,inf,84,0.438393
Augusta_GA,25,inf,87,0.427261
Augusta_GA,25,inf,90,0.429189
Augusta_GA,25,inf,93,0.432641
Augusta_GA,25,inf,96,0.427737
Augusta_GA,25,inf,99,0.418894
Augusta_GA,25,inf,102,0.417289
Augusta_GA,25,inf,105,0.417289
Augusta_GA,25,inf,108,0.409008
Augusta_GA,25,inf,111,0.409008
Augusta_GA,25,inf,114,0.373007
Augusta_GA,25,inf,117,0.333685
Augusta_GA,25,inf,120,0.333685
Augusta_GA,25,inf,123,0.333685
Augusta_GA,25,inf,126,0.336155
Augusta_GA,25,inf,129,0.336155
Augusta_GA,25,inf,132,0.334088
Augusta_GA,25,inf,135,0.332279
Augusta_GA,25,inf,138,0.0
Augusta_GA,25,inf,141,0.326831
Augusta_GA,25,inf,144,0.326831
Augusta_GA,25,inf,147,0.326684
Austin_TX,25,inf,3,0.963698
Austin_TX,25,inf,6,1.0
Austin_TX,25,inf,9,0.997825
Austin_TX,25,inf,12,0.506535
Austin_TX,25,inf,15,0.706952
Austin_TX,25,inf,18,0.707005
Austin_TX,25,inf,21,0.744666
Austin_TX,25,inf,24,0.705775
Austin_TX,25,inf,27,0.705775
Austin_TX,25,inf,30,0.704166
Austin_TX,25,inf,33,0.699922
Austin_TX,25,inf,36,0.684396
Austin_TX,25,inf,39,0.682449
Austin_TX,25,inf,42,0.679265
Austin_TX,25,inf,45,0.527288
Austin_TX,25,inf,48,0.52516
Austin_TX,25,inf,51,0.472465
Austin_TX,25,inf,54,0.471273
Austin_TX,25,inf,57,0.465605
Austin_TX,25,inf,60,0.463695
Austin_TX,25,inf,63,0.461754
Austin_TX,25,inf,66,0.459405
Austin_TX,25,inf,69,0.456511
Austin_TX,25,inf,72,0.458677
Austin_TX,25,inf,75,0.459085
Austin_TX,25,inf,78,0.459085
Austin_TX,25,inf,81,0.490917
Austin_TX,25,inf,84,0.490917
Austin_TX,25,inf,87,0.48903
Austin_TX,25,inf,90,0.457504
Austin_TX,25,inf,93,0.45795
Austin_TX,25,inf,96,0.457611
Austin_TX,25,inf,99,0.611753
Austin_TX,25,inf,102,0.453566
Austin_TX,25,inf,105,0.456423
Austin_TX,25,inf,108,0.456345
Austin_TX,25,inf,111,0.455641
Austin_TX,25,inf,114,0.454548
Austin_TX,25,inf,117,0.452017
Austin_TX,25,inf,120,0.452017
Austin_TX,25,inf,123,0.452017
Austin_TX,25,inf,126,0.452017
Austin_TX,25,inf,129,0.452017
Austin_TX,25,inf,132,0.450002
Austin_TX,25,inf,135,0.452017
Austin_TX,25,inf,138,0.450855
Austin_TX,25,inf,141,0.450735
Austin_TX,25,inf,144,0.444098
Austin_TX,25,inf,147,0.444098
Baltimore_MD,25,inf,3,0.993297
Baltimore_MD,25,inf,6,0.986605
Baltimore_MD,25,inf,9,0.979005
Baltimore_MD,25,inf,12,0.966339
Baltimore_MD,25,inf,15,0.957368
Baltimore_MD,25,inf,18,0.951101
Baltimore_MD,25,inf,21,0.944013
Baltimore_MD,25,inf,24,0.942168
Baltimore_MD,25,inf,27,0.940564
Baltimore_MD,25,inf,30,0.93788
Baltimore_MD,25,inf,33,0.929622
Baltimore_MD,25,inf,36,0.921515
Baltimore_MD,25,inf,39,0.920872
Baltimore_MD,25,inf,42,0.902179
Baltimore_MD,25,inf,45,0.900638
Baltimore_MD,25,inf,48,0.900376
Baltimore_MD,25,inf,51,0.894426
Baltimore_MD,25,inf,54,0.889482
Baltimore_MD,25,inf,57,0.888449
Baltimore_MD,25,inf,60,0.885388
Baltimore_MD,25,inf,63,0.886874
Baltimore_MD,25,inf,66,0.884446
Baltimore_MD,25,inf,69,0.879726
Baltimore_MD,25,inf,72,0.87512
Baltimore_MD,25,inf,75,0.869392
Baltimore_MD,25,inf,78,0.866109
Baltimore_MD,25,inf,81,0.865971
Baltimore_MD,25,inf,84,0.863078
Baltimore_MD,25,inf,87,0.859965
Baltimore_MD,25,inf,90,0.857048
Baltimore_MD,25,inf,93,0.844004
Baltimore_MD,25,inf,96,0.844084
Baltimore_MD,25,inf,99,0.844004
Baltimore_MD,25,inf,102,0.823687
Baltimore_MD,25,inf,105,0.817591
Baltimore_MD,25,inf,108,0.813113
Baltimore_MD,25,inf,111,0.807868
Baltimore_MD,25,inf,114,0.804841
Baltimore_MD,25,inf,117,0.798001
Baltimore_MD,25,inf,120,0.794406
Baltimore_MD,25,inf,123,0.787317
Baltimore_MD,25,inf,126,0.784918
Baltimore_MD,25,inf,129,0.780505
Baltimore_MD,25,inf,132,0.769041
Baltimore_MD,25,inf,135,0.766341
Baltimore_MD,25,inf,138,0.763899
Baltimore_MD,25,inf,141,0.763411
Baltimore_MD,25,inf,144,0.763098
Baltimore_MD,25,inf,147,0.760038
Berkeley_CA,25,inf,3,0.989071
Berkeley_CA,25,inf,6,0.972225
Berkeley_CA,25,inf,9,0.951067
Berkeley_CA,25,inf,12,0.951067
Berkeley_CA,25,inf,15,0.951067
Berkeley_CA,25,inf,18,0.951067
Berkeley_CA,25,inf,21,0.938364
Berkeley_CA,25,inf,24,0.930303
Berkeley_CA,25,inf,27,0.929482
Berkeley_CA,25,inf,30,0.909259
Berkeley_CA,25,inf,33,0.900897
Berkeley_CA,25,inf,36,0.909259
Berkeley_CA,25,inf,39,0.909259
Berkeley_CA,25,inf,42,0.909259
Berkeley_CA,25,inf,45,0.909259
Berkeley_CA,25,inf,48,0.909259
Berkeley_CA,25,inf,51,0.909259
Berkeley_CA,25,inf,54,0.878009
Berkeley_CA,25,inf,57,0.873481
Berkeley_CA,25,inf,60,0.872367
Berkeley_CA,25,inf,63,0.869462
Berkeley_CA,25,inf,66,0.865039
Berkeley_CA,25,inf,69,0.85142
Berkeley_CA,25,inf,72,0.845483
Berkeley_CA,25,inf,75,0.841573
Berkeley_CA,25,inf,78,0.841573
Berkeley_CA,25,inf,81,0.837272
Berkeley_CA,25,inf,84,0.837272
Berkeley_CA,25,inf,87,0.837272
Berkeley_CA,25,inf,90,0.822003
Berkeley_CA,25,inf,93,0.833085
Berkeley_CA,25,inf,96,0.822003
Berkeley_CA,25,inf,99,0.814544
Berkeley_CA,25,inf,102,0.81027
Berkeley_CA,25,inf,105,0.81027
Berkeley_CA,25,inf,108,0.805259
Berkeley_CA,25,inf,111,0.78154
Berkeley_CA,25,inf,114,0.75972
Berkeley_CA,25,inf,117,0.759856
Berkeley_CA,25,inf,120,0.76538
Berkeley_CA,25,inf,123,0.763245
Berkeley_CA,25,inf,126,0.759176
Berkeley_CA,25,inf,129,0.759176
Berkeley_CA,25,inf,132,0.747443
Berkeley_CA,25,inf,135,0.72909
Berkeley_CA,25,inf,138,0.722062
Berkeley_CA,25,inf,141,0.719503
Berkeley_CA,25,inf,144,0.714622
Berkeley_CA,25,inf,147,0.700369
Boston_MA,25,inf,3,1.0
Boston_MA,25,inf,6,0.994277
Boston_MA,25,inf,9,0.988586
Boston_MA,25,inf,12,0.338763
Boston_MA,25,inf,15,0.9802
Boston_MA,25,inf,18,0.975928
Boston_MA,25,inf,21,0.975928
Boston_MA,25,inf,24,0.334146
Boston_MA,25,inf,27,0.309319
Boston_MA,25,inf,30,0.309319
Boston_MA,25,inf,33,0.286123
Boston_MA,25,inf,36,0.286123
Boston_MA,25,inf,39,0.274225
Boston_MA,25,inf,42,0.274225
Boston_MA,25,inf,45,0.271674
Boston_MA,25,inf,48,0.271674
Boston_MA,25,inf,51,0.260988
Boston_MA,25,inf,54,0.260988
Boston_MA,25,inf,57,0.260302
Boston_MA,25,inf,60,0.257628
Boston_MA,25,inf,63,0.255451
Boston_MA,25,inf,66,0.255631
Boston_MA,25,inf,69,0.255631
Boston_MA,25,inf,72,0.252728
Boston_MA,25,inf,75,0.252728
Boston_MA,25,inf,78,0.252728
Boston_MA,25,inf,81,0.252728
Boston_MA,25,inf,84,0.248152
Boston_MA,25,inf,87,0.247248
Boston_MA,25,inf,90,0.247248
Boston_MA,25,inf,93,0.247248
Boston_MA,25,inf,96,0.241953
Boston_MA,25,inf,99,0.241953
Boston_MA,25,inf,102,0.241953
Boston_MA,25,inf,105,0.240848
Boston_MA,25,inf,108,0.23498
Boston_MA,25,inf,111,0.170063
Boston_MA,25,inf,114,0.167444
Boston_MA,25,inf,117,0.161915
Boston_MA,25,inf,120,0.161915
Boston_MA,25,inf,123,0.161915
Boston_MA,25,inf,126,0.161882
Boston_MA,25,inf,129,0.161915
Boston_MA,25,inf,132,0.16185
Boston_MA,25,inf,135,0.158857
Boston_MA,25,inf,138,0.158857
Boston_MA,25,inf,141,0.158889
Boston_MA,25,inf,144,0.158889
Boston_MA,25,inf,147,0.158867
Boulder_CO,25,inf,3,0.994105
Boulder_CO,25,inf,6,0.985454
Boulder_CO,25,inf,9,0.983713
Boulder_CO,25,inf,12,0.981979
Boulder_CO,25,inf,15,0.924572
Boulder_CO,25,inf,18,0.915752
Boulder_CO,25,inf,21,0.915668
Boulder_CO,25,inf,24,0.914664
Boulder_CO,25,inf,27,0.915668
Boulder_CO,25,inf,30,0.690267
Boulder_CO,25,inf,33,0.686703
Boulder_CO,25,inf,36,0.692814
Boulder_CO,25,inf,39,0.689614
Boulder_CO,25,inf,42,0.570595
Boulder_CO,25,inf,45,0.567443
Boulder_CO,25,inf,48,0.561791
Boulder_CO,25,inf,51,0.561791
Boulder_CO,25,inf,54,0.559219
Boulder_CO,25,inf,57,0.555298
Boulder_CO,25,inf,60,0.671527
Boulder_CO,25,inf,63,0.549781
Boulder_CO,25,inf,66,0.541638
Boulder_CO,25,inf,69,0.535985
Boulder_CO,25,inf,72,0.546006
Boulder_CO,25,inf,75,0.498546
Boulder_CO,25,inf,78,0.489571
Boulder_CO,25,inf,81,0.488339
Boulder_CO,25,inf,84,0.464364
Boulder_CO,25,inf,87,0.466667
Boulder_CO,25,inf,90,0.466636
Boulder_CO,25,inf,93,0.463912
Boulder_CO,25,inf,96,0.464101
Boulder_CO,25,inf,99,0.464809
Boulder_CO,25,inf,102,0.462758
Boulder_CO,25,inf,105,0.454486
Boulder_CO,25,inf,108,0.455151
Boulder_CO,25,inf,111,0.454753
Boulder_CO,25,inf,114,0.452319
Boulder_CO,25,inf,117,0.444199
Boulder_CO,25,inf,120,0.445893
Boulder_CO,25,inf,123,0.427439
Boulder_CO,25,inf,126,0.414117
Boulder_CO,25,inf,129,0.411528
Boulder_CO,25,inf,132,0.377322
Boulder_CO,25,inf,135,0.339104
Boulder_CO,25,inf,138,0.336665
Boulder_CO,25,inf,141,0.338741
Boulder_CO,25,inf,144,0.336806
Boulder_CO,25,inf,147,0.330914
Brunswick_GA,25,inf,3,0.975864
Brunswick_GA,25,inf,6,0.975864
Brunswick_GA,25,inf,9,0.966946
Brunswick_GA,25,inf,12,0.958874
Brunswick_GA,25,inf,15,0.943252
Brunswick_GA,25,inf,18,0.935829
Brunswick_GA,25,inf,21,0.923626
Brunswick_GA,25,inf,24,0.90712
Brunswick_GA,25,inf,27,0.906434
Brunswick_GA,25,inf,30,0.856563
Brunswick_GA,25,inf,33,0.819113
Brunswick_GA,25,inf,36,0.80565
Brunswick_GA,25,inf,39,0.79525
Brunswick_GA,25,inf,42,0.79525
Brunswick_GA,25,inf,45,0.788383
Brunswick_GA,25,inf,48,0.788383
Brunswick_GA,25,inf,51,0.764414
Brunswick_GA,25,inf,54,0.764414
Brunswick_GA,25,inf,57,0.764414
Brunswick_GA,25,inf,60,0.756627
Brunswick_GA,25,inf,63,0.749897
Brunswick_GA,25,inf,66,0.731509
Brunswick_GA,25,inf,69,0.708613
Brunswick_GA,25,inf,72,0.698813
Brunswick_GA,25,inf,75,0.503694
Brunswick_GA,25,inf,78,0.492308
Brunswick_GA,25,inf,81,0.495592
Brunswick_GA,25,inf,84,0.495473
Brunswick_GA,25,inf,87,0.495592
Brunswick_GA,25,inf,90,0.495584
Brunswick_GA,25,inf,93,0.492629
Brunswick_GA,25,inf,96,0.483185
Brunswick_GA,25,inf,99,0.482895
Brunswick_GA,25,inf,102,0.483417
Brunswick_GA,25,inf,105,0.483127
Brunswick_GA,25,inf,108,0.483417
Brunswick_GA,25,inf,111,0.483417
Brunswick_GA,25,inf,114,0.482953
Brunswick_GA,25,inf,117,0.482312
Brunswick_GA,25,inf,120,0.482953
Brunswick_GA,25,inf,123,0.483359
Brunswick_GA,25,inf,126,0.483704
Brunswick_GA,25,inf,129,0.484578
Brunswick_GA,25,inf,132,0.485707
Brunswick_GA,25,inf,135,0.479947
Brunswick_GA,25,inf,138,0.472382
Brunswick_GA,25,inf,141,0.469576
Brunswick_GA,25,inf,144,0.469688
Brunswick_GA,25,inf,147,0.46541
Charleston_SC,25,inf,3,1.0
Charleston_SC,25,inf,6,1.0
Charleston_SC,25,inf,9,0.986993
Charleston_SC,25,inf,12,0.986993
Charleston_SC,25,inf,15,0.986993
Charleston_SC,25,inf,18,0.430576
Charleston_SC,25,inf,21,0.429212
Charleston_SC,25,inf,24,0.412133
Charleston_SC,25,inf,27,0.412133
Charleston_SC,25,inf,30,0.412133
Charleston_SC,25,inf,33,0.411797
Charleston_SC,25,inf,36,0.409641
Charleston_SC,25,inf,39,0.409641
Charleston_SC,25,inf,42,0.40176
Charleston_SC,25,inf,45,0.40176
Charleston_SC,25,inf,48,0.40176
Charleston_SC,25,inf,51,0.400989
Charleston_SC,25,inf,54,0.400989
Charleston_SC,25,inf,57,0.399059
Charleston_SC,25,inf,60,0.397069
Charleston_SC,25,inf,63,0.397069
Charleston_SC,25,inf,66,0.397069
Charleston_SC,25,inf,69,0.397942
Charleston_SC,25,inf,72,0.396702
Charleston_SC,25,inf,75,0.393132
Charleston_SC,25,inf,78,0.388784
Charleston_SC,25,inf,81,0.291612
Charleston_SC,25,inf,84,0.179349
Charleston_SC,25,inf,87,0.179
Charleston_SC,25,inf,90,0.179072
Charleston_SC,25,inf,93,0.177773
Charleston_SC,25,inf,96,0.177262
Charleston_SC,25,inf,99,0.176249
Charleston_SC,25,inf,102,0.176837
Charleston_SC,25,inf,105,0.176716
Charleston_SC,25,inf,108,0.175003
Charleston_SC,25,inf,111,0.172898
Charleston_SC,25,inf,114,0.175003
Charleston_SC,25,inf,117,0.174911
Charleston_SC,25,inf,120,0.172286
Charleston_SC,25,inf,123,0.171161
Charleston_SC,25,inf,126,0.171353
Charleston_SC,25,inf,129,0.171263
Charleston_SC,25,inf,132,0.171353
Charleston_SC,25,inf,135,0.171353
Charleston_SC,25,inf,138,0.171121
Charleston_SC,25,inf,141,0.169278
Charleston_SC,25,inf,144,0.169301
Charleston_SC,25,inf,147,0.16884
Charlotte_NC,25,inf,3,0.630761
Charlotte_NC,25,inf,6,0.595957
Charlotte_NC,25,inf,9,0.598016
Charlotte_NC,25,inf,12,0.593861
Charlotte_NC,25,inf,15,0.598016
Charlotte_NC,25,inf,18,0.597603
